id,label
16945489,A bill to suspend temporarily the duty on certain toasters.
16945485,A bill to reduce temporarily the duty on certain coffee makers.
16945483,A bill to suspend temporarily the duty on certain food choppers.
16945481,A bill to reduce temporarily the duty on certain food processors.
16945471,A bill to suspend temporarily the duty on benzylimidazole phenyl ethanol.
16945467,A bill to suspend temporarily the duty on cinnamic acid.
16945461,A bill to suspend temporarily the duty on 3-Phthalimidopropionaldehyde
16945455,A bill to suspend temporarily the duty on cyanamide.
16945453,A bill to suspend temporarily the duty on cyclopentylpropionyl chloride.
16945449,A bill to reduce temporarily the duty on certain pasta tools.
16945447,A bill to extend and modify the temporary reduction of duty on Oxadiazon.
16945457,A bill to suspend temporarily the duty on diethylaminoethyl-dextran.
16945451,A bill to amend the Harmonized Tariff Schedule of the United States to clarify the tariff rates for carpet cleaners and parts thereof imported into the United States.
16945437,"A bill to extend and modify the temporary reduction of duty on (3-acetoxy-3-cyanopropyl)methylphosphinic acid, butyl ester."
16945433,A bill to reduce temporarily the duty of Glufosinate-ammonium.
16945431,A bill to extend the availability of low-interest refinancing under the local development business loan program of the Small Business Administration.
16945361,Hazardous Materials Transportation Safety Improvement Act of 2011
16945565,To amend the Internal Revenue Code of 1986 to expand and make permanent rules related to investment by nonresident aliens in domestic mutual funds.
16945563,Small Business Tax Simplification Act
16945555,To suspend temporarily the duty on Fungaflor Technical (Imazalil).
16945539,Mohave Valley Land Conveyance Act of 2011
16945525,"To amend title 40, United States Code, to add certain counties in the State of Mississippi to the region represented by the Appalachian Regional Commission."
16945517,Utilizing DNA Technology to Solve Cold Cases Act of 2011
16945575,S.Amdt.2087
16945573,S.Amdt.2089
16945569,S.Amdt.2085
16945337,S.Amdt.2076 to S.Amdt.2000
16945567,S.Amdt.2088
16945325,S.Amdt.2027 to S.Amdt.2000
16945315,S.Amdt.2028 to S.Amdt.2000
16945311,S.Amdt.2029 to S.Amdt.2000
16945309,S.Amdt.2066 to S.Amdt.2000
16945305,S.Amdt.2039 to S.Amdt.2000
16945297,S.Amdt.2072 to S.Amdt.2000
16945293,S.Amdt.2046 to S.Amdt.2000
16945283,S.Amdt.2073 to S.Amdt.2000
16945281,S.Amdt.2074 to S.Amdt.2000
16945287,S.Amdt.2030 to S.Amdt.2000
16945351,S.Amdt.2079 to S.Amdt.2000
16945579,S.Amdt.2090
16945551,"Supporting the goals and ideals of ""Financial Literacy Month""."
16945277,S.Amdt.2071 to S.Amdt.2000
16945477,"A resolution designating the week of April 22 through 28, 2012, as the ""Week of the Young Child""."
16945507,SEC Regulatory Accountability Act
16945333,Interest Rate Reduction Act
16945499,Senate Campaign Disclosure Parity Act
16945357,Midnight Rule Relief Act of 2012
16945341,A resolution to support the goals and ideals of National Safe Digging Month.
16945543,"To facilitate a land exchange involving certain National Forest System lands in the Inyo National Forest, and for other purposes."
16945545,"To modify the boundaries of Cibola National Forest in the State of New Mexico, to transfer certain Bureau of Land Management land for inclusion in the national forest, and for other purposes."
16945279,S.Amdt.2050 to S.Amdt.2000
16945515,Diagnostic Imaging Services Access Protection Act of 2012
16945371,Trash Free Seas Act of 2011
16945347,A resolution congratulating the Boston College men's ice hockey team on winning its fifth National Collegiate Athletic Association Division I Men's Hockey Championship.
16945303,S.Amdt.2042 to S.Amdt.2000
16945285,S.Amdt.2036 to S.Amdt.2000
16945267,S.Amdt.2032 to S.Amdt.2000
16945429,WEST Act
16945059,"Supporting the goal of preventing and effectively treating Alzheimer's disease by the year 2025, as articulated in the draft National Plan to Address Alzheimer's Disease from the Department of Health and Human Services."
16944567,A bill to suspend temporarily the duty on Ethylene-Propylene polymer.
16944565,A bill to suspend temporarily the duty on 2-cyclo-hexylidene-2-phenyl-acetonitrile.
16944555,"A bill to extend the temporary suspension of duty on mixtures of caprolactam disulfide with an elastomer binder of ethylene-propylene-diene monomer and ethyl vinyl acetate, and dispersing agents."
16944545,A bill to suspend temporarily the duty on 3-trifluoromethyl-4-nitrophenol.
16944537,"A bill to suspend temporarily the duty on 1,3,5-triazine-2,4,6-triamine, polymer with formaldehyde."
16944531,"A bill to renew the temporary suspension of duty on 2-oxepanone, polymer with aziridine and tetrahydro-2H-pyran-2-one, dodecanoate ester."
16944525,A bill to suspend temporarily the duty on certain clearcoat lacquer.
16944523,"A bill to extend the temporary suspension of duty on mixtures of zinc dicyanato diamine with an elastomer binder of ethylene-propylene-diene monomer and ethyl vinyl acetate, and dispersing agents."
16944521,"A bill to suspend temporarily the duty on mixtures of polyethylene glycol, C16-C18 fatty acids, and C2-C6 aliphatic hydrocarbons."
16944519,"A bill to extend the temporary suspension of duty on 4,4'-oxydiphthalic anhydride."
16944543,"A bill to extend the temporary suspension of duty on Copper Phthalocyanine Green 7, Crude."
16944539,A bill to suspend temporarily the duty on sodium thiocyanate.
16944559,"A bill to reduce temporarily the duty on frames and mountings for spectacles, goggles, or the like."
16944517,"A bill to suspend temporarily the duty on a mixture of alkali metal phenate, mineral oil, and p-Dodecylphenol."
16944483,Autism Spectrum Disorders Semipostal Stamp Act of 2012
16944475,21st Century Postal Service Act of 2012
16944857,A bill to suspend temporarily the duty on nightlights of plastic.
16944617,"A bill to suspend tempoarily the duty on 4-vinylbenzenesulfonic acid, lithium salt."
16944613,"A bill to extend the temporary suspension of duty on 1-octadecanaminium, N,N-dimethyl-N-octadecyl-,(Sp-4-2)-[29H,31H-phthalocyanine-2-sulfonato(3-)-kN29,kN30,kN31, kN32]cuprate(1-)."
16944611,"A bill to suspend temporarily the duty on 4-vinylbenzenesulfonic acid, sodium salt hydrate."
16944847,"A bill to extend the temporary suspension of duty on mixtures containing n-butyl-1,2-benzisothiazolin-3-one, 1-hydroxypyridine-2-thione, zinc salt, and application adjuvants."
16944605,"A bill to reduce temporarily the duty on parts of frames and mountings for spectacles, goggles, or the like."
16944603,A bill to suspend temporarily the duty on D-Galacto-D-mannan.
16944599,"A bill to extend the temporary suspension of duty on mixtures of benzenesulfonic acid, dodecyl-, with 2-aminoethanol and Poly (oxy-1,2-ethanediyl), a-[1-oxo-9- octadecenyl]- w-hydroxy-, (9Z)."
16944837,"A bill to extend the temporary suspension of duty on mixtures containing n-butyl-1,2-benzisothiazolin-3-one and application adjuvants."
16944595,"A bill to suspend temporarily the duty on D-Galacto-D-mannan, 2-hydroxy-3-(trimethylammonio)propyl ether, chloride (83589-59-7), 1-Propanaminium, 2,3-dihydroxy-N,N,N-trimethyl-, chloride (34004-36-9) and water."
16944833,A bill to suspend temporarily the duty on p-toluenesulfonamide.
16944591,"A bill to extend the temporary suspension of duty on 1,3-Bis(4-aminophenoxy)benzene (RODA)."
16944827,A bill to suspend temporarily the duty on instant print film for analog photography.
16944585,"A bill to suspend temporarily the duty on benzene, polypropene derivatives."
16944583,A bill to extend the temporary suspension of duty on mixtures of (acetato) pentammine cobalt dinitrate with a polymeric or paraffinic carrier.
16944581,"A bill to extend the temporary suspension of duty on 3-methyl-4-(2,6,6-trimethylcyclohex-2-enyl)but-3-en-2-one(Methylionone)."
16944817,A bill to suspend temporarily the duty on cyflufenamid.
16944573,"A bill to suspend temporarily the duty on 1,3-propanediaminium, N-[3- [[[dimethyl[3- [2-methyl-1- oxo-2- propenyl) amino] propyl] ammonio] acetyl]amino] propyl] -2- hydroxy- N,N,N',N',N'- pentamethyl-, trichloride, polymer with 2-propenamide."
16944811,A bill to extend the temporary suspension of duty on magnesium aluminum hydroxide carbonate (synthetic hydrotalcite) and magnesium aluminum hydroxide carbonate (synthetic hydrotalcite) coated with stearic acid.
16944571,A bill to suspend temporarily the duty on p-toluidine.
16944809,A bill to extend the temporary suspension of duty on magnesium zinc aluminum hydroxide carbonate coated with stearic acid.
16944569,"A bill to suspend temporarily the duty on certain plastic laminate sheets consisting of layers of polyethylene film, polyethylene coextrusion copolymer of low density polyethylene and ethylene acrylic acid, and aluminum foil."
16944807,A bill to extend the temporary suspension of duty on Helional.
16944803,A bill to extend the temporary suspension of duty on cis-3-hexen-1-ol.
16944799,"A bill to extend the temporary reduction of duty on Acetamiprid, whether or not mixed with application adjuvants."
16945035,"A bill to suspend temporarily the duty on sports footwear for persons other than men (other than ski-boots, cross-country ski footwear and snowboard boots), valued $12/pair or higher, with spikes."
16944795,A bill to extend the temporary suspension of duty on tebufenozide.
16945033,"A bill to suspend temporarily the duty on sports footwear for men (other than ski-boots, cross-country ski footwear, snowboard boots and golf shoes), with spikes."
16944793,A bill to extend the temporary suspension of duty on sorbic acid.
16944789,A bill to extend the temporary suspension of duty on sodium hypophosphite monohydrate.
16944787,A bill to extend the temporary suspension of duty on cyanuric chloride.
16945025,"A bill to suspend temporarily the duty on sports footwear for women (other than ski-boots, cross-country ski footwear, snowboard boots and golf shoes), with spikes."
16944785,"A bill to extend the temporary suspension of duty on C12-18 alkenes, polymers (TPX) with 4-methyl-1-pentene."
16945021,"A bill to suspend temporarily the duty on sports footwear for men (other than ski-boots, cross-country ski footwear and snowboard boots), valued $12/pair or higher, with spikes."
16944781,A bill to extend the temporary suspension of duty on sodium hypophosphite monohydrate.
16944779,"A bill to suspend temporarily the duty on imitation jewelry necklaces or bracelets, valued $10 each or higher."
16944777,A bill to suspend temporarily the duty on imitation jewelry earrings.
16945015,"A bill to suspend temporarily the duty on sports footwear for persons other than men or women, valued at $12/pair or higher, other than ski-boots, cross-country ski footwear and snowboard boots."
16944773,"A bill to suspend temporarily the duty on necklaces or bracelets, other than necklaces or bracelets containing jadeites or rubies, valued $10 each or higher."
16945011,A bill to suspend temporarily the duty on white pepper extracted oleoresin.
16944767,"A bill to suspend temporarily the duty on women's belts of leather or composition leather, each valued $7.00 or higher."
16945005,A bill to authorize the award of the Medal of Honor to First Lieutenant Alonzo H. Cushing for acts of valor during the Civil War.
16944765,"A bill to suspend temporarily the duty on footwear other than house slippers, for women, valued $9.00/pair or higher."
16944763,"A bill to suspend temporarily the duty on nonenumerated footwear with textile uppers for women, other than house slippers, valued $13/pair or higher."
16944761,"A bill to suspend temporarily the duty on nonenumerated footwear for women, valued $25/pair or higher."
16944999,A bill to suspend temporarily the duty on black pepper extracted oleoresin.
16944755,"A bill to suspend temporarily the duty on footwear for women (other than house slippers, tennis shoes, basketball shoes, gym shoes, training shoes and the like and other than work footwear), valued $15/pair or higher."
16944993,A bill to suspend temporarily the duty on thermoplastic biodegradable polymer blend.
16944751,"A bill to suspend temporarily the duty on leather footwear for women with uppers other than of pigskin (other than house slippers, work footwear, tennis shoes, basketball shoes and the like), valued $20/pair or higher."
16944989,A bill to suspend temporarily the duty on thermoplastic biodegradable polymer blend.
16944749,"A bill to suspend temporarily the duty on leather footwear for women with uppers other than of pigskin, valued $35/pair or higher."
16944985,A bill to suspend temporarily the duty on thermoplastic biodegradable polymer blend.
16944745,A bill to reduce temporarily the duty on certain metal iodide pellets.
16944741,A bill to reduce temporarily the duty on certain ceramic frit rings.
16944737,A bill to suspend temporarily the duty on sodium ferrocyanide.
16944735,A bill to suspend temporarily the duty on 12-hydroxystearic acid.
16944729,A bill to suspend temporarily the duty on thiourea dioxide.
16944967,A bill to suspend temporarily the duty on lightweight digital camera lenses measuring approximately 55 mm or more.
16944723,A bill to renew the temporary suspension of duty on N-propyl gallate.
16944721,A bill to renew the temporary suspension of duty on potassium sorbate.
16944959,A bill to suspend temporarily the duty on lightweight digital camera lenses measuring approximately 70mm or more.
16944719,A bill to suspend temporarily the duty on anatase titanium dioxide.
16944955,A bill to suspend temporarily the duty on lightweight digital camera lenses measuring approximately 10 mm or more.
16944715,A bill to suspend temporarily the duty on germanium unwrought.
16944713,A bill to suspend temporarily the duty on germanium oxides.
16944709,A bill to suspend temporarily the duty on gallium unwrought.
16944945,A bill to suspend temporarily the duty on lenses for digital cameras with a focal length 55 mm or more but not over 300 mm.
16944705,"A bill to renew and modify the temporary suspension of duty on certain low expansion stoppers, lids, and other closures."
16944703,A bill to renew and modify the temporary reduction of duty on certain low expansion laboratory glassware.
16944933,A bill to extend the temporary suspension of duty on certain digital camera lenses not exceeding 765.5 grams in weight.
16944693,"A bill to suspend temporarily the duty on fireworks (Class 1.4G), other than display or special fireworks."
16944691,A bill to suspend temporarily the duty on display or special fireworks (Class 1.3G).
16944927,A bill to extend temporary suspension of duty on certain plastic lamp-holder housings.
16944685,Columbine-Hondo Wilderness Act
16944681,National Defense Authorization Act for Fiscal Year 2013
16944917,A bill to extend the temporary suspension of duty on certain porcelain lamp-holder housings.
16944911,A bill to extend the temporary suspension of duty on certain aluminum lamp-holder housings.
16944907,A bill to extend the temporary suspension of duty on certain brass lamp-holder housings.
16944665,Protect America's Cities from Government Blacklist Act of 2012
16944663,Service Members and Communities Count Act of 2012
16944899,A bill to suspend temporarily the duty on certain occupancy sensors.
16944893,A bill to suspend temporarily the duty on certain electrical connectors.
16944889,A bill to suspend temporarily the duty on certain time switches.
16944647,Federal Land Designation Requirements Act of 2011
16944645,Health Equity and Accountability Act of 2012
16944643,"A bill to extend the temporary suspension of duty on Mixtures of N'-(3,4-dichloro-phenyl)-N,Ndimethylurea with acrylate rubber."
16944641,"A bill to suspend temporarily the duty on mixture of 1-(1,2,3,4,5,6,7,8-octahydro-2,3,8,8-tetramethyl-2-naphthalenyl)-ethan-1-one (and isomers)."
16944879,A bill to suspend temporarily the duty on certain surge protectors.
16944871,A bill to suspend temporarily the duty on certain tamper resistant ground fault circuit interrupters.
16944631,A bill to suspend temporarily the duty on certain warp knit open-work fabric.
16944629,"A bill to extend the temporary suspension of duty on 4,8-dicyclohexyl -6--2,10-dimethyl -12 H-dibenzo[d,g][1,3,2]-dioxaphosphocin)."
16944865,A bill to suspend temporarily the duty on certain adjustable metal lighting fixtures.
16944623,A bill to extend the temporary suspension of duty on o-Chloro-p-toluidine (3-chloro-4-methylaniline).
16945097,A bill to reduce temporarily the duty on mixtures containing Imidacloprid and cyfluthrin or its B-cyfluthrin isomer.
16944415,H.Amdt.1024
16945107,A bill to reduce temporarily the duty on Penflufen.
16944411,H.Amdt.1028
16944409,H.Amdt.1030
16945081,A bill to suspend temporarily the duty on vacuum-grade ferroniobium or ferrocolombium.
16945079,A bill to reduce temporarily the duty on manganese flake containing at least 99.5 percent by weight of manganese.
16945075,A bill to reduce temporarily the duty on ferroniobium.
16945117,"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2013"
16945087,"A bill to suspend temporarily the duty on mixtures containing methyl 4-({[(3-methoxy-4-methyl-5-oxo-4,5-dihydro-1H-1,2,4-triazol-1-yl)carbonyl]-amino}sulfonyl)-5-methylthiophene-3-carboxylate, isoxaflutole, and cyprosulfamide."
16945113,A bill to provide to the Administrator of the Animal and Plant Health Inspection Service of the Department of Agriculture expedited authority to remove geese that threaten aircraft.
16945083,A bill to suspend temporarily the duty on mixtures containing imidacloprid and thiodicarb.
16945065,Fair Claims Act
16945091,A bill to modify and extend the temporary reduction of duty on mixtures of imidacloprid with application adjuvants.
16945049,A bill to extend the temporary suspension of duty on bitolylene diisocyanate.
16945047,A bill to suspend temporarily the duty on ginger extracted oleoresin.
16945043,A bill to suspend temporarily the duty on capsicum extracted oleoresin.
16945041,A bill to suspend temporarily the duty on cassia extracted oleoresin.
16945039,A bill to suspend temporarily the duty on turmeric extracted oleoresin.
16944443,H.Amdt.1027
16945045,A bill to suspend temporarily the duty on celery extracted oleoresin.
16944467,H.Amdt.1020
16944449,H.Amdt.1025
16944445,H.Amdt.1026
16944433,H.Amdt.1029
16944429,H.Amdt.1032
16944423,H.Amdt.1019
16944417,H.Amdt.1023
16945121,SEC Regulatory Accountability Act
16945115,Air Ambulance Services Clarification Act
16944431,H.Amdt.1031
16944421,H.Amdt.1021
16945101,A bill to suspend temporarily the duty on Imidacloprid.
16944419,H.Amdt.1022
16944577,Assessing Progress in Haiti Act
16945243,Ensuring Access to Quality Complex Rehabilitation Technology Act of 2012
16945231,Congressional Accountability in Budgeting and Spending Act
16945225,Supercritical Advanced Coal Project Incentive Act of 2012
16945215,Fair Debt Collection Practices Clarification Act of 2012
16945213,World War I American Veterans Centennial Commemorative Coin Act
16945211,Althea Gibson Excellence Act
16945207,Strengthening Economic Development Through Affordable Housing Act of 2012
16945203,"Section 8 Reform, Responsibility, and Accountability Act of 2012"
16945201,Preserving Consumers' Mortgage Origination Choices Act of 2012
16945199,Second Chance at Homeownership Act of 2012
16945193,Credit Union Small Business Lending Act
16945173,Increasing American Jobs Through Greater Exports to Africa Act of 2012
16945167,Consumer Mortgage Choice Act
16945163,Export-Import Bank Termination Act of 2012
16945159,Restore Main Street's Credit Act of 2012
16945153,Export-Import Bank Reauthorization Act of 2012
16945151,National Financial Literacy Act of 2012
16945141,DATA Act
16945139,Small Business Credit Availability Act'
16945133,Upper Mississippi River Basin Protection Act
16945123,To require the Comptroller General to conduct an annual audit of the General Services Administration.
16945251,S.Amdt.2092
16945249,S.Amdt.2096
16945245,S.Amdt.2097
16945255,S.Amdt.2091
16944513,A resolution  expressing support for the designation of May 2012 as National Youth Traffic Safety Month.
16944511,A resolution celebrating the 140th anniversary of Arbor Day.
16945221,Honoring RSU Public Television on the occasion of its 25th anniversary.
16944497,"A resolution designating the week of May 1 through May 7, 2012, as ""National Physical Education and Sport Week""."
16944463,S.Amdt.2094 to S.Amdt.2093
16944457,S.Amdt.2086 to S.Amdt.2093
16944439,S.Amdt.2095 to S.Amdt.2093
16944435,S.Amdt.2093
16945111,"Providing for consideration of the bill (H.R. 3523) to provide for the sharing of certain cyber threat intelligence and cyber threat information between the intelligence community and cyber security entities, and for other purposes; providing for consideration of motion..."
16945069,Proposing an amendment to the Constitution of the United States to protect the rights of crime victims.
16944501,A resolution honoring the life and legacy of Auxiliary Bishop Agustin Roman.
16944493,"A resolution expressing support for the designation of May 1, 2012, as ""Silver Star Service Banner Day""."
16944551,A resolution expressing the sense of the Senate that the United Nations and other intergovernmental organizations should not be allowed to exercise control over the Internet.
16945183,Mutual Community Bank Competitive Equality Act
16945181,Stabilizing Affordable Housing for the Future Act
16945175,Mutual Community Bank Competitive Equality Act
16945171,Preservation Enhancement and Savings Opportunity Act of 2012
16944515,A resolution expressing the sense of the Senate that public servants should be commended for their dedication and continued service to the United States during Public Service Recognition week.
16944677,A resolution recognizing the historic significance of the Mexican holiday of Cinco de Mayo.
16945147,"Expressing the sense of Congress that the President should not interpret or construe the Defense Production Act of 1950 to authorize the President or any Federal department or agency to confiscate personal or private property, to force conscription into the Armed Forces..."
16945179,Consumer Protection Home Inspection Counseling Act of 2012
16945137,RAISE Act
16944981,Clean Energy Promotion Act
16945197,Iran Financial Sanctions Improvement Act of 2012
16944673,"Energy and Water Development and Related Agencies Appropriations Act, 2013"
16945143,To authorize the conveyance of two small parcels of land within the boundaries of the Coconino National Forest containing private improvements that were developed based upon the reliance of the landowners in an erroneous survey conducted in May 1960....
16945235,"Too Big to Fail, Too Big to Exist Act"
16944699,Violence Against Women Reauthorization Act of 2012
16945053,Pool SAFE Act
16945189,Restore our Neighborhoods Act of 2012
16944659,Y Mountain Access Enhancement Act
16944389,"Expressing the sense of Congress that as one of the world's important wetland and coastal marine ecosystems, the Niger Delta should be protected and its recovery and economic development a priority."
16944147,A concurrent resolution providing for a conditional adjournment or recess of the Senate and an adjournment of the House of Representatives.
16944143,H.Amdt.1033
16944139,LIFE Act
16944125,Consumer Food and Product Safety Information Act of 2012
16944121,Efficient Use of Government Spectrum Act of 2012
16944117,Gluten in Medicine Identification Act of 2012
16944083,"To amend title 38, United States Code, to make permanent home loan guaranty programs for veterans regarding adjustable rate mortgages and hybrid adjustable rate mortgages."
16944359,To suspend temporarily the duty on capacitor grade homopolymer polypropylene resin in primary form.
16944365,To reduce temporarily the duty on certain AC electric motors of an output exceeding 37.5 W but not exceeding 72 W designed to be operated by means of an infrared remote control.
16944363,To extend the temporary suspension of duty on Pigment Brown 25.
16944341,To extend the temporary reduction of duty on acrylic or modacrylic staple fibers.
16944333,To extend temporarily the reduction of duty on certain dyed acrylic staple fibers.
16944369,Palestinian Peace Promotion and Anti-Incitement Act
16944329,To extend temporarily the reduction of duty on certain dyed polyacrylonitrile staple.
16944325,To extend temporarily the reduction of duty on certain undyed polyacrylonitrile staple.
16944313,To suspend temporarily the duty on certain acrylic filament tow.
16944347,To extend the temporary suspension of duty on parts or accessories of instruments or apparatus for measuring or checking electrical quantities.
16944305,To suspend temporarily the duty on certain acrylic filament tow.
16944303,To suspend temporarily the duty on certain acrylic filament tow.
16944299,To suspend temporarily the duty on cyan 854 inkjet printing ink.
16944293,To suspend temporarily the duty on black 661 inkjet printing ink.
16944287,To suspend temporarily the duty on black 820 inkjet printing ink.
16944321,To suspend temporarily the duty on certain acrylic filament tow.
16944273,"To extend the temporary suspension of duty on certain mixtures of methyl 2-[[[[[4-(dimethylamino)-6-(2,2,2-trifluoroethoxy)-1,3,5- triazin-2-yl]amino]carbonyl]amino]-sulfonyl]-3- methylbenzoate."
16944267,To temporarily suspend the duty on certain lamps used in liquid chromatographs or spectrophotometry.
16944259,To extend the temporary suspension of duty on Ethyl 2-(Isocyanatosulfonyl)benzoate.
16944255,To extend temporarily the suspension of duty on Flutolanil.
16944251,To suspend temporarily the duty on Buprofezin.
16944247,To extend the suspension of duty on Triasulfuron.
16944283,"To extend the temporary suspension of duty on Phenyl (4,6-dimethoxy-pyrimidin-2-yl) carbamate."
16944241,To extend the suspension of duty on Phosphoric acid.
16944237,To reduce temporarily the duty on Thiamethoxam.
16944351,To extend the temporary suspension of duty on subassemblies for instruments or apparatus for measuring or checking electrical quantities.
16944311,To suspend temporarily the duty on certain acrylic staple fibers.
16944227,To extend the suspension of duty on trifloxysulfuron-sodium.
16944223,To suspend temporarily the duty on Fenpyroximate.
16944263,To extend the temporary reduction of duty on Pyrithiobac-sodium.
16944301,To extend the temporary suspension of duty on certain staple fibers of viscose rayon.
16944337,To extend the temporary reduction of duty on certain polyacrylonitrile tow.
16944219,To suspend temporarily the duty on Glyoxylic acid.
16944295,To suspend temporarily the duty on cyan 1 RO inkjet printing ink.
16944213,To suspend temporarily the rate of duty on Triflic Anhydride.
16944211,To suspend temporarily the rate of duty on Triflic acid.
16944209,"To reduce temporarily the rate of duty on parts of frames and mountings for spectacles, goggles, or the like."
16944207,"To reduce temporarily the rate of duty on frames and mountings for spectacles, goggles, or the like, the foregoing of plastics."
16944203,To extend the temporary suspension of duty on certain acrylic staple fibers.
16944201,To extend the temporary suspension of duty on certain modacrylic staple fibers.
16944199,To extend the temporary suspension of duty on certain acrylic staple fibers.
16944197,To extend the temporary suspension of duty on certain acrylic staple fibers.
16944189,To extend the temporary suspension of duty on certain acrylic staple fibers.
16944185,To suspend temporarily the duty on certain acrylic staple fibers.
16944175,To suspend temporarily the duty on certain acrylic staple fibers.
16944171,To suspend temporarily the duty on certain acrylic staple fibers.
16944169,To suspend temporarily the duty on certain acrylic staple fibers.
16944405,Broadening Participation in STEM Education Act
16944249,To suspend temporarily the duty on Pyraflufen-ethyl.
16944403,To prohibit the Secretary of Agriculture from making payments to the Brazilian Cotton Institute.
16944163,To extend temporarily the reduction of duty on certain undyed acrylic staple fibers.
16944397,Student Loan Employment Benefits Act of 2012
16944393,To suspend temporarily the duty on certain knitted or crocheted fabrics containing elastomeric yarn.
16944375,"Expressing support for designation of April 28, 2012, as ""Jon Faddis Day"", and honoring his contribution as both a jazz musician and educator."
16944367,Supporting the efforts of the National Association of State Fire Marshals to raise awareness of proper bonding for yellow corrugated stainless steel tubing to the specifications of the National Fire Protection Association Code.
16944383,"Expressing support for designation of the period beginning April 9, 2012, and ending May 6, 2012, as ""Bataan-Corregidor Month""."
16944371,Growing Small Farms Act of 2012
16944401,Service Members and Communities Count Act of 2012
16944381,"Expressing the sense of the House of Representatives that the release of information with respect to the 1940 decennial census is a cause for celebration, that the National Archives and Records Administration and the Bureau of the Census should be commended for maintain..."
16944387,Expressing the sense of the House of Representatives that the former Yugoslav Republic of Macedonia should work within the framework of the United Nations process with Greece to achieve longstanding United States and United Nations policy goals of finding a mutually acc...
16944155,Student Success Act
16944151,Encouraging Innovation and Effective Teachers Act
16944137,Solar Energy Deployment Act of 2012
16944091,Expressing support for designation of the month of April as Parkinson's Awareness Month.
16944133,Yucca Utilization to Control Contamination Act
16944087,Consolidating Veteran Employment Services for Improved Performance Act of 2012
16944111,IMPACT Act of 2012
16944101,To amend the Public Health Service Act to enhance the clinical trial registry data bank reporting requirements and enforcement measures.
16944119,SAFE Act
16944095,Expressing support for designation of May 2012 as Mental Health Month.
16944061,Surface Transportation Extension Act of 2012
16944079,Metropolitan Washington Airports Authority Inspector General Act of 2012
16944073,Protecting Pregnant Women and Children From Hexavalent Chromium Act of 2012
16944071,BPCA and PREA Reauthorization Act of 2012
16944059,ID MEDS Act
16944053,"To prohibit the use, production, sale, importation, or exportation of any pesticide containing atrazine."
16944049,To require the Federal Communications Commission to promulgate regulations to provide for accurate disclosures of the terms and conditions of prepaid telephone calling cards.
16944041,Residential Carbon Monoxide Poisoning Prevention Act
16944037,Generic Drug Application Review Fairness Act of 2012
16944065,Surface Transportation Extension Act of 2012
16944055,Consolidate Heavy-handed and Outdated Programs Act of 2012
16944045,Fracturing Regulations are Effective in State Hands Act
16944077,Cosmetics Safety Enhancement Act of 2012
16944023,"Expressing the sense of the House of Representatives regarding the notice signed by the Administrator of the Environmental Protection Agency Lisa Jackson on March 27, 2012, entitled ""Standards of Performance for Greenhouse Gas Emissions for New Stationary Sources: Elect..."
16944029,Supporting the goals and ideals of National Public Health Week.
16944035,Domestic Fuels Protection Act of 2012
16944019,Chattahoochee River National Recreation Area Boundary Study Act of 2012
16939121,To extend the temporary suspension of duty on strontium halophosphate doped with europium.
16939115,To extend and modify the temporary suspension of duty on lanthanum phosphate phosphor.
16939113,To extend and modify the temporary suspension of duty on ultrafine yttrium oxide phosphor.
16939111,"To suspend temporarily the duty on a Phosphor Blend of Yttrium Oxide doped with Europium, Cerium Aluminate doped with Terbium and Barium Aluminate doped with Europium."
16939101,To extend the temporary suspension of duty on barium magnesium aluminate phosphor.
16939097,To extend the temporary suspension of duty on certain porcelain lamp-holder housings.
16939093,To extend the temporary suspension of duty on certain aluminum lamp-holder housings.
16939089,To suspend temporarily the duty on certain time switches.
16939079,To suspend temporarily the duty on certain occupancy sensors.
16939069,To extend the temporary suspension of duty on certain brass lamp-holder housings.
16939065,To suspend temporarily the duty on certain tamper resistant ground fault circuit interrupters.
16939029,To extend the temporary suspension of duty on certain color video monitors with flat panel screens.
16939057,To suspend temporarily the duty on certain surge protectors.
16939053,To extend the temporary reduction of duty on certain 12-volt batteries.
16939049,To extend the temporary suspension of duty on certain plastic lamp-holder housings.
16939043,To extend the temporary suspension of duty on certain electrical transformers.
16939037,To suspend temporarily the duty on banana jack connectors.
16939033,To suspend temporarily the duty on Reactive Black 31.
16939025,To extend the temporary suspension of duty on certain 6-volt batteries.
16939023,"To suspend temporarily the duty on Chromate(4-), [7-amino-3-[(3-chloro-2-hydroxy-5-nitrophenyl)azo]-4-hydroxy -2-naphthalenesulfonato(3-)][6-amino-4-hydroxy-3-[(2-hydroxy 5 -nitro-3-sulfophenyl)azo]-2-naphthalenesulfonato(4-)]-, tetrasodium (P 96-1335)...."
16939019,"To extend the temporary suspension of duty on 1,3-Benzenedicarboxamide, N, N'-bis-(2,2,6,6-tetramethyl-4-piperidinyl)-."
16939013,"To extend the temporary suspension of duty on 3-Dodecyl-1-(2,2,6,6-tetramethyl-4-piperidinyl)-2,5-pyrrolid inedione."
16939011,"To extend the temporary suspension of duty on reaction products of phosphorous trichloride with 1,1'-biphenyl and 2,4-bis(1,1-dimethylethyl)phenol."
16939007,To suspend temporarily the duty on Pigment Orange 62.
16939005,"To extend the temporary suspension of duty on ethanediamide, N-(2-ethoxyphenyl)-N'-(4-isodecylphenyl)-."
